route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
107R,SU,115563771,R Line Peoria Station,0, 107 25,1316699
107R,SU,115563772,R Line Peoria Station,0, 107 21,1316699
107R,SU,115563773,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563774,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563775,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563776,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563777,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563778,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563779,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563780,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563781,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563782,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563783,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563784,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563785,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563786,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563787,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563788,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563789,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563790,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563791,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563792,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563793,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563794,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563795,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563796,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563797,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563798,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563799,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563800,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563801,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563802,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563803,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563804,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563805,R Line Lincoln Station,1, 107 23,1316704
107R,SU,115563806,R Line Lincoln Station,1, 107 24,1316704
107R,SU,115563807,R Line Lincoln Station,1, 107 22,1316704
107R,SU,115563808,R Line Lincoln Station,1, 107 25,1316704
107R,SU,115563809,R Line Lincoln Station,1, 107 21,1316704
107R,SU,115563810,R Line Lincoln Station,1, 107 21,1316704
11,SA,115543251,Aurora Metro Cntr via Mississippi,0,  11  3,1316714
11,SA,115543252,Aurora Metro Cntr via Mississippi,0,  11  1,1316714
11,SA,115543253,Aurora Metro Cntr via Mississippi,0,  11  5,1316714
11,SA,115543254,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,SA,115543255,Aurora Metro Cntr via Mississippi,0,  11  6,1316715
11,SA,115543256,Aurora Metro Cntr via Mississippi,0,  11  8,1316715
11,SA,115543257,Aurora Metro Cntr via Mississippi,0,  11  9,1316715
11,SA,115543258,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,SA,115543259,Aurora Metro Cntr via Mississippi,0,  11  7,1316715
11,SA,115543260,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,SA,115543261,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,SA,115543262,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,SA,115543263,Aurora Metro Cntr via Mississippi,0,  11  6,1316715
11,SA,115543264,Aurora Metro Cntr via Mississippi,0,  11  8,1316715
11,SA,115543265,Aurora Metro Cntr via Mississippi,0,  11  5,1316715
11,SA,115543266,Aurora Metro Cntr via Mississippi,0,  11  2,1316713
11,SA,115543267,Aurora Metro Cntr via Mississippi,0,  11  9,1316715
11,SA,115543268,Aurora Metro Cntr via Mississippi,0,  11  7,1316713
11,SA,115543269,Aurora Metro Cntr via Mississippi,0,  11  3,1316713
11,SA,115543270,Aurora Metro Cntr via Mississippi,0,  11  9,1316715
11,SA,115543271,Aurora Metro Cntr via Mississippi,0,  11  4,1316713
11,SA,115543272,Aurora Metro Cntr via Mississippi,0,  11  5,1316715
11,SA,115543273,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,SA,115543274,Aurora Metro Cntr via Mississippi,0,  11  7,1316715
11,SA,115543275,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,SA,115543276,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,SA,115543277,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,SA,115543278,Aurora Metro Cntr via Mississippi,0,  11  6,1316715
11,SA,115543279,Aurora Metro Cntr via Mississippi,0,  11  8,1316715
11,SA,115543280,Aurora Metro Cntr via Mississippi,0,  11  5,1316715
11,SA,115543281,Aurora Metro Cntr via Mississippi,0,  11  5,1316714
11,SA,115543282,Aurora Metro Cntr via Mississippi,0,  11  6,1316714
11,SA,115543283,Broadway Stn,1,  11  8,1316722
11,SA,115543284,Lakewood Commons,1,  11  5,1316724
11,SA,115543285,Lakewood Commons,1,  11  3,1316724
11,SA,115543286,Lakewood Commons,1,  11  2,1316724
11,SA,115543287,Lakewood Commons,1,  11  1,1316724
11,SA,115543288,Lakewood Commons,1,  11  7,1316724
11,SA,115543289,Lakewood Commons via Mosier Pl,1,  11  3,1316723
11,SA,115543290,Lakewood Commons via Mosier Pl,1,  11  5,1316723
11,SA,115543291,Lakewood Commons via Mosier Pl,1,  11  1,1316723
11,SA,115543292,Lakewood Commons via Mosier Pl,1,  11  6,1316723
11,SA,115543293,Lakewood Commons,1,  11  3,1316724
11,SA,115543294,Lakewood Commons,1,  11  2,1316724
11,SA,115543295,Lakewood Commons,1,  11  9,1316724
11,SA,115543296,Lakewood Commons,1,  11  1,1316724
11,SA,115543297,Lakewood Commons,1,  11  4,1316724
11,SA,115543298,Lakewood Commons,1,  11  6,1316724
11,SA,115543299,Lakewood Commons,1,  11  7,1316724
11,SA,115543300,Lakewood Commons,1,  11  8,1316724
11,SA,115543301,Lakewood Commons,1,  11  3,1316724
11,SA,115543302,Lakewood Commons,1,  11  5,1316724
11,SA,115543303,Lakewood Commons,1,  11  2,1316724
11,SA,115543304,Lakewood Commons,1,  11  9,1316724
11,SA,115543305,Lakewood Commons,1,  11  1,1316724
11,SA,115543306,Lakewood Commons,1,  11  4,1316724
11,SA,115543307,Lakewood Commons,1,  11  6,1316724
11,SA,115543308,Lakewood Commons,1,  11  7,1316724
11,SA,115543309,Broadway Stn,1,  11  6,1316722
11,SA,115543310,Lakewood Commons,1,  11  8,1316724
11,SA,115543311,Broadway Stn,1,  11  5,1316722
11,SA,115543312,Broadway Stn,1,  11  9,1316722
11,SA,115543313,Broadway Stn,1,  11  2,1316722
11,SA,115543314,Broadway Stn,1,  11  3,1316722
11,SU,115543315,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,SU,115543316,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,SU,115543317,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,SU,115543318,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,SU,115543319,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,SU,115543320,Aurora Metro Cntr via Mississippi,0,  11  1,1316713
11,SU,115543321,Aurora Metro Cntr via Mississippi,0,  11  3,1316713
11,SU,115543322,Aurora Metro Cntr via Mississippi,0,  11  2,1316713
11,SU,115543323,Aurora Metro Cntr via Mississippi,0,  11  1,1316713
11,SU,115543324,Aurora Metro Cntr via Mississippi,0,  11  2,1316713
11,SU,115543325,Aurora Metro Cntr via Mississippi,0,  11  4,1316713
11,SU,115543326,Aurora Metro Cntr via Mississippi,0,  11  2,1316713
11,SU,115543327,Aurora Metro Cntr via Mississippi,0,  11  2,1316714
11,SU,115543328,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,SU,115543329,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,SU,115543330,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,SU,115543331,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,SU,115543332,Lakewood Commons via Mosier Pl,1,  11  3,1316723
11,SU,115543333,Lakewood Commons,1,  11  1,1316724
11,SU,115543334,Lakewood Commons,1,  11  2,1316724
11,SU,115543335,Lakewood Commons,1,  11  4,1316724
11,SU,115543336,Lakewood Commons,1,  11  3,1316724
11,SU,115543337,Lakewood Commons,1,  11  1,1316724
11,SU,115543338,Lakewood Commons,1,  11  2,1316724
11,SU,115543339,Lakewood Commons,1,  11  4,1316724
11,SU,115543340,Lakewood Commons,1,  11  3,1316724
11,SU,115543341,Lakewood Commons,1,  11  2,1316724
11,SU,115543342,Broadway Stn,1,  11  1,1316722
11,SU,115543343,Broadway Stn,1,  11  2,1316722
11,SU,115543344,Broadway Stn,1,  11  4,1316722
11,SU,115543345,Broadway Stn,1,  11  2,1316722
11,SU,115543346,Broadway Stn,1,  11  1,1316722
11,SU,115543347,Lakewood Commons,1,  11  1,1316724
11,SU,115543348,Broadway Stn,1,  11  4,1316722
11,WK,115543349,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,WK,115543350,Aurora Metro Cntr via Mississippi,0,  11  5,1316713
11,WK,115543351,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,WK,115543352,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,WK,115543353,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,WK,115543354,Aurora Metro Cntr via Mississippi,0,  11  5,1316715
11,WK,115543355,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,WK,115543356,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,WK,115543357,Aurora Metro Cntr via Mississippi,0,  11  7,1316715
11,WK,115543358,Aurora Metro Cntr via Mississippi,0,  11  4,1316715
11,WK,115543359,Aurora Metro Cntr via Mississippi,0,  11  6,1316715
11,WK,115543360,Aurora Metro Cntr via Mississippi,0,  11 70,1316715
11,WK,115543361,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,WK,115543362,Aurora Metro Cntr via Mississippi,0,  11  5,1316714
11,WK,115543363,Aurora Metro Cntr via Mississippi,0,  11  1,1316714
11,WK,115543364,Aurora Metro Cntr via Mississippi,0,  11  2,1316714
11,WK,115543365,Aurora Metro Cntr via Mississippi,0,  11  3,1316714
11,WK,115543366,Aurora Metro Cntr via Mississippi,0,  11  5,1316714
11,WK,115543367,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,WK,115543368,Aurora Metro Cntr via Mississippi,0,  11  8,1316715
11,WK,115543369,Aurora Metro Cntr via Mississippi,0,  11  6,1316715
11,WK,115543370,Aurora Metro Cntr via Mississippi,0,  11 70,1316715
11,WK,115543371,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,WK,115543372,Aurora Metro Cntr via Mississippi,0,  11  5,1316715
11,WK,115543373,Aurora Metro Cntr via Mississippi,0,  11  2,1316715
11,WK,115543374,Aurora Metro Cntr via Mississippi,0,  11  3,1316715
11,WK,115543375,Aurora Metro Cntr via Mississippi,0,  11  7,1316715
11,WK,115543376,Aurora Metro Cntr via Mississippi,0,  11  8,1316715
11,WK,115543377,Aurora Metro Cntr via Mississippi,0,  11 70,1316713
11,WK,115543378,Aurora Metro Cntr via Mississippi,0,  11  1,1316715
11,WK,115543379,Aurora Metro Cntr via Mississippi,0,  11  7,1316713
11,WK,115543380,Aurora Metro Cntr via Mississippi,0,  11  6,1316713
11,WK,115543381,Lakewood Commons,1,  11  2,1316724
11,WK,115543382,Lakewood Commons,1,  11  6,1316724
11,WK,115543383,Lakewood Commons,1,  11  3,1316724
11,WK,115543384,Lakewood Commons,1,  11 70,1316724
11,WK,115543385,Lakewood Commons,1,  11  7,1316724
11,WK,115543386,Lakewood Commons,1,  11  1,1316724
11,WK,115543387,Lakewood Commons,1,  11  4,1316724
11,WK,115543388,Lakewood Commons,1,  11  5,1316724
11,WK,115543389,Lakewood Commons,1,  11  2,1316724
11,WK,115543390,Lakewood Commons via Mosier Pl,1,  11  3,1316723
11,WK,115543391,Lakewood Commons via Mosier Pl,1,  11  1,1316723
11,WK,115543392,Lakewood Commons via Mosier Pl,1,  11  5,1316723
11,WK,115543393,Lakewood Commons via Mosier Pl,1,  11  2,1316723
11,WK,115543394,Lakewood Commons,1,  11  3,1316724
11,WK,115543395,Lakewood Commons,1,  11 70,1316724
11,WK,115543396,Lakewood Commons,1,  11  4,1316724
11,WK,115543397,Lakewood Commons,1,  11  2,1316724
11,WK,115543398,Lakewood Commons,1,  11  8,1316724
11,WK,115543399,Broadway Stn,1,  11  6,1316722
11,WK,115543400,Broadway Stn,1,  11  2,1316722
11,WK,115543401,Broadway Stn,1,  11  6,1316722
11,WK,115543402,Broadway Stn,1,  11  1,1316722
11,WK,115543403,Broadway Stn,1,  11  7,1316722
11,WK,115543404,Lakewood Commons,1,  11  6,1316724
11,WK,115543405,Broadway Stn,1,  11  3,1316722
11,WK,115543406,Lakewood Commons,1,  11  3,1316724
11,WK,115543407,Lakewood Commons,1,  11 70,1316724
11,WK,115543408,Lakewood Commons,1,  11  7,1316724
11,WK,115543409,Lakewood Commons,1,  11  1,1316724
11,WK,115543410,Lakewood Commons,1,  11  4,1316724
11,WK,115543411,Lakewood Commons,1,  11  8,1316724
11,WK,115543412,Lakewood Commons,1,  11  5,1316724
11,WK,115560893,Quebec St 73 Stapleton,0,  11 86,1316718
11,WK,115560894,Broadway Stn,1,  11 71,1316720
112,SA,115543413,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SA,115543414,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SA,115543415,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SA,115543416,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SA,115543417,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SA,115543418,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SA,115543419,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SA,115543420,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SA,115543421,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SA,115543422,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SA,115543423,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SA,115543424,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SA,115543425,US36 & Broomfield,1, 120  1,1316729
112,SA,115543426,US36 & Broomfield,1, 120  2,1316729
112,SA,115543427,US36 & Broomfield,1, 120  1,1316729
112,SA,115543428,US36 & Broomfield,1, 120  3,1316729
112,SA,115543429,US36 & Broomfield,1, 120  2,1316729
112,SA,115543430,US36 & Broomfield,1, 120  2,1316729
112,SA,115543431,US36 & Broomfield,1, 120  3,1316729
112,SA,115543432,US36 & Broomfield,1, 120  2,1316729
112,SA,115543433,US36 & Broomfield,1, 120  1,1316729
112,SA,115543434,US36 & Broomfield,1, 120  3,1316729
112,SA,115543435,US36 & Broomfield,1, 120  1,1316729
112,SA,115543436,US36 & Broomfield,1, 120  1,1316729
112,SA,115543437,US36 & Broomfield,1, 120  3,1316729
112,SU,115543438,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SU,115543439,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SU,115543440,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SU,115543441,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SU,115543442,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SU,115543443,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SU,115543444,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SU,115543445,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SU,115543446,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,SU,115543447,Northglenn & 112th Ave Stn via 112th Ave,0, 120  2,1316725
112,SU,115543448,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,SU,115543449,US36 & Broomfield,1, 120  1,1316729
112,SU,115543450,US36 & Broomfield,1, 120  2,1316729
112,SU,115543451,US36 & Broomfield,1, 120  1,1316729
112,SU,115543452,US36 & Broomfield,1, 120  3,1316729
112,SU,115543453,US36 & Broomfield,1, 120  2,1316729
112,SU,115543454,US36 & Broomfield,1, 120  1,1316729
112,SU,115543455,US36 & Broomfield,1, 120  3,1316729
112,SU,115543456,US36 & Broomfield,1, 120  2,1316729
112,SU,115543457,US36 & Broomfield,1, 120  3,1316729
112,SU,115543458,US36 & Broomfield,1, 120  2,1316729
112,SU,115543459,US36 & Broomfield,1, 120  1,1316729
112,WK,115543460,Northglenn & 112th Ave Stn via 112th Ave,0, 120  1,1316725
112,WK,115543461,Northglenn & 112th Ave Stn via 112th Ave,0, 120  5,1316725
112,WK,115543462,Northglenn & 112th Ave Stn via 112th Ave,0, 120  5,1316725
112,WK,115543463,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,WK,115543464,Northglenn & 112th Ave Stn via 112th Ave,0, 120  5,1316725
112,WK,115543465,Northglenn & 112th Ave Stn via 112th Ave,0, 120  5,1316725
112,WK,115543466,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,WK,115543467,Northglenn & 112th Ave Stn via 112th Ave,0, 120  5,1316725
112,WK,115543468,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,WK,115543469,Northglenn & 112th Ave Stn via 112th Ave,0, 120  7,1316725
112,WK,115543470,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,WK,115543471,Northglenn & 112th Ave Stn via 112th Ave,0, 120  3,1316725
112,WK,115543472,US36 & Broomfield,1, 120  1,1316727
112,WK,115543473,US36 & Broomfield,1, 120  4,1316727
112,WK,115543474,US36 & Broomfield,1, 120  5,1316727
112,WK,115543475,US36 & Broomfield,1, 120  4,1316728
112,WK,115543476,US36 & Broomfield,1, 120  1,1316727
112,WK,115543477,US36 & Broomfield,1, 120  3,1316729
112,WK,115543478,US36 & Broomfield,1, 120  7,1316727
112,WK,115543479,US36 & Broomfield,1, 120  1,1316727
112,WK,115543480,US36 & Broomfield,1, 120  2,1316728
112,WK,115543481,US36 & Broomfield,1, 120  4,1316727
112,WK,115543482,US36 & Broomfield,1, 120  1,1316727
112,WK,115543483,US36 & Broomfield,1, 120  4,1316727
112,WK,115543484,US36 & Broomfield,1, 120  1,1316727
113B,FR,115543486,Union Station,0, 113  2,1316736
113B,FR,115543488,Union Station,0, 113  2,1316736
113B,FR,115543489,Union Station,0, 113  2,1316736
113B,FR,115543492,Union Station,0, 113  2,1316736
113B,FR,115543494,Union Station,0, 113  2,1316736
113B,FR,115543495,Union Station,0, 113  2,1316736
113B,FR,115543496,Union Station,0, 113  2,1316736
113B,FR,115543497,Union Station,0, 113  2,1316736
